application_id,district_name,gender,residential_type,specially_abled_type,enterprise_type,sector,ifsc_code,days_to_bhd_verification,days_to_sbdu_verification,days_to_dlic_approval,days_to_bank_sanction,days_to_disbursement,total_tat_days,applicant_monthly_income,loan_tenure_months,interest_rate,emi_amount,emi_to_income_ratio,risk_score,credit_eligibility_score,repayment_status,loan_amount_inr,project_cost_inr
3817,Ganderbal,Male,Unknown,Unknown,Nano Entrepreneur,Tourism,JKBK067133,25.0,56.0,38.0,25.0,24.0,188.0,64658.0,60.0,14.4,17897.0,0.3,45.0,0.37,On-Time,1830212.5,6269409.0
3818,Rajouri,Female,Urban,Hearing,Nano Entrepreneur,Unknown,JKBK073365,20.0,46.0,11.0,29.0,39.0,188.0,25531.0,18.0,9.65,17897.0,0.3,46.0,0.42,Unknown,5385927.0,1492891.0
3819,Udhampur,Other,Urban,Unknown,Existing Enterprise,Retail,JKBK078062,20.0,62.0,18.0,68.0,3.0,171.0,77977.0,36.0,13.56,17897.0,0.3,28.0,0.51,On-Time,5522388.0,3592000.0
3820,Ramban,Male,Unknown,Locomotor,Nano Entrepreneur,Services,JKBK079688,3.0,64.0,18.0,74.0,10.0,169.0,64658.0,48.0,14.32,17897.0,0.3,11.0,0.52,Late,755007.0,3701743.0
3821,Kulgam,Unknown,Rural,Unknown,Existing Enterprise,Manufacturing,JKBK089158,28.0,41.0,31.0,65.0,30.0,188.0,39058.0,36.0,14.18,17897.0,0.3,90.0,0.44,Default,4730967.0,5928462.0
3822,Pulwama,Female,Urban,Visual,Nano Entrepreneur,Unknown,JKBK011389,25.0,76.0,13.0,89.0,9.0,212.0,96635.0,36.0,12.17,17897.0,0.3,51.0,0.43,Default,1830212.5,5075721.0
3823,Bandipora,Other,Rural,Multiple,Unknown,Tourism,JKBK045668,13.0,13.0,49.0,7.0,22.0,164.0,74265.0,18.0,11.58,17897.0,0.3,9.0,0.58,On-Time,943209.0,3137000.0
3824,Reasi,Unknown,Rural,Unknown,Nano Entrepreneur,It,JKBK060322,11.0,64.0,13.0,90.0,37.0,212.0,25909.0,24.0,12.42,17897.0,0.3,54.0,0.87,On-Time,29471.0,3115454.0
3825,Rajouri,Unknown,Rural,Multiple,Nano Entrepreneur,Services,JKBK074867,31.0,54.0,32.0,34.0,42.0,193.0,77804.0,35.12,7.71,17897.0,0.3,24.0,0.46,On-Time,1830212.5,48371.0
3826,Samba,Female,Rural,Hearing,Existing Enterprise,Manufacturing,JKBK091122,8.0,24.0,15.0,59.0,7.0,164.0,64658.0,60.0,11.86,17897.0,0.3,19.0,0.84,On-Time,16294.0,725533.0
3827,Kathua,Unknown,Rural,Unknown,Existing Enterprise,It,JKBK010690,21.0,42.0,47.0,65.0,24.0,188.0,75758.0,12.0,13.01,17897.0,0.3,63.0,0.85,On-Time,4142000.0,3082.0
3828,Bandipora,Male,Rural,Locomotor,Nano Entrepreneur,Agri,JKBK079749,9.0,65.0,31.0,62.0,17.0,184.0,64658.0,18.0,10.89,17897.0,0.3,30.0,0.9,Late,3658064.0,21448.0
3829,Kulgam,Male,Urban,Unknown,Nano Entrepreneur,Tourism,JKBK066668,22.0,21.0,27.0,113.0,28.0,211.0,87490.0,48.0,13.82,17897.0,0.3,21.0,0.8,On-Time,3279823.0,6380297.0
3830,Jammu,Unknown,Rural,Hearing,Unknown,Unknown,JKBK061718,37.0,48.0,18.0,70.0,24.0,188.0,94212.0,24.0,11.24,17897.0,0.3,74.0,0.62,Late,4573000.0,3160000.0
3831,Poonch,Unknown,Urban,Locomotor,Unknown,It,JKBK067956,4.0,33.0,39.0,83.0,37.0,196.0,70464.0,48.0,8.42,17897.0,0.3,90.0,0.03,On-Time,24481.0,4720889.0
3832,Shopian,Male,Rural,Unknown,Nano Entrepreneur,Agri,JKBK066668,13.0,86.0,5.0,32.0,25.0,164.0,28515.0,12.0,12.92,17897.0,0.3,100.0,0.51,Late,2347590.0,1468043.0
3833,Bandipora,Female,Unknown,Multiple,Nano Entrepreneur,Agri,JKBK086898,12.0,44.0,9.0,78.0,35.0,178.0,24718.0,60.0,8.29,17897.0,0.3,54.0,0.57,Late,6141.0,2301000.0
3834,Jammu,Male,Urban,Locomotor,Nano Entrepreneur,Manufacturing,JKBK013021,22.0,21.0,22.0,11.0,19.0,164.0,93158.0,24.0,11.75,17897.0,0.3,51.0,0.82,Late,1939552.0,3655280.0
3835,Ganderbal,Other,Rural,Hearing,Existing Enterprise,Agri,JKBK027991,26.0,71.0,16.0,76.0,19.0,208.0,112034.0,35.12,11.29,17897.0,0.3,31.0,0.98,Unknown,4025148.0,2659413.0
3836,Ramban,Male,Unknown,Unknown,Existing Enterprise,Manufacturing,JKBK075473,34.0,88.0,39.0,119.0,34.0,212.0,83941.0,35.12,12.54,17897.0,0.3,19.0,0.09,On-Time,5528807.0,2301000.0
3837,Anantnag,Female,Rural,Visual,Msme Sunrise Sector,It,JKBK038182,25.0,19.0,59.0,66.0,22.0,191.0,117231.0,18.0,8.63,17897.0,0.3,4.0,0.83,Default,738196.0,5990000.0
3838,Shopian,Male,Urban,Hearing,Msme Sunrise Sector,It,JKBK012532,40.0,73.0,7.0,65.0,39.0,188.0,95653.0,36.0,6.92,17897.0,0.3,63.0,0.38,Late,12411.0,1971000.0
3839,Kulgam,Male,Rural,Locomotor,Msme Sunrise Sector,Tourism,JKBK019317,33.0,78.0,41.0,44.0,6.0,202.0,64658.0,35.12,11.82,17897.0,0.3,31.0,0.23,Late,954070.0,5993000.0
3840,Kupwara,Unknown,Urban,Multiple,Existing Enterprise,Healthcare,JKBK040914,23.0,80.0,33.0,116.0,12.0,212.0,61056.0,60.0,12.86,17897.0,0.3,42.0,0.24,On-Time,36473.0,2301000.0
3841,Samba,Female,Rural,Hearing,Nano Entrepreneur,Services,JKBK059376,38.0,27.0,57.0,110.0,24.0,188.0,107775.0,12.0,10.46,17897.0,0.3,42.0,0.72,Default,4683766.0,282000.0
3842,Doda,Female,Unknown,Hearing,Msme Sunrise Sector,Retail,JKBK059376,8.0,65.0,50.0,90.0,36.0,212.0,35077.0,35.12,13.43,17897.0,0.3,37.0,0.92,Late,40801.0,18571.0
3843,Ganderbal,Female,Rural,Locomotor,Unknown,Agri,JKBK025779,15.0,27.0,19.0,102.0,10.0,173.0,115655.0,12.0,13.36,17897.0,0.3,61.0,0.69,Default,1830212.5,2810000.0
3844,Ganderbal,Other,Unknown,Unknown,Unknown,Retail,JKBK065206,5.0,34.0,30.0,78.0,5.0,164.0,11991.0,24.0,6.72,17897.0,0.3,75.0,0.27,On-Time,1230000.0,2301000.0
3845,Reasi,Male,Urban,Unknown,Existing Enterprise,It,JKBK040778,34.0,51.0,54.0,47.0,32.0,212.0,104750.0,24.0,13.04,17897.0,0.3,7.0,0.6,On-Time,2985000.0,3754437.0
3846,Jammu,Unknown,Urban,Unknown,Msme Sunrise Sector,Healthcare,JKBK071950,23.0,21.0,24.0,65.0,24.0,188.0,109161.0,35.12,10.17,17897.0,0.3,62.0,0.06,Late,2174894.0,5977000.0
3847,Reasi,Female,Rural,Unknown,Nano Entrepreneur,It,JKBK047140,27.0,41.0,51.0,102.0,13.0,212.0,110911.0,60.0,13.73,17897.0,0.3,34.0,0.53,Late,2410672.0,2903501.0
3848,Baramulla,Female,Urban,Unknown,Msme Sunrise Sector,Services,JKBK071950,33.0,84.0,32.0,60.0,20.0,188.0,44907.0,12.0,13.42,17897.0,0.3,38.0,0.9,On-Time,25709.0,6161000.0
3848,Doda,Female,Urban,Unknown,Unknown,Unknown,JKBK010690,20.0,16.0,13.0,55.0,13.0,188.0,35420.0,12.0,8.54,17897.0,0.3,76.0,0.23,Default,4361000.0,699931.0
3850,Ramban,Female,Urban,Unknown,Existing Enterprise,Unknown,JKBK011785,25.0,59.0,25.0,96.0,24.0,188.0,23022.0,35.12,11.41,17897.0,0.3,17.0,0.44,Late,2185000.0,3044597.0
3851,Anantnag,Other,Rural,Hearing,Nano Entrepreneur,Retail,JKBK068857,16.0,26.0,29.0,72.0,10.0,164.0,46676.0,60.0,13.86,17897.0,0.3,38.0,0.51,On-Time,2188000.0,3473000.0
3852,Shopian,Male,Urban,Unknown,Nano Entrepreneur,It,JKBK034182,0.0,53.0,40.0,58.0,36.0,187.0,18193.0,48.0,11.29,17897.0,0.3,94.0,0.51,On-Time,19249.0,4205299.0
3853,Baramulla,Unknown,Urban,Hearing,Nano Entrepreneur,Tourism,JKBK084959,8.0,62.0,53.0,114.0,20.0,212.0,40062.0,60.0,9.07,17897.0,0.3,52.0,0.75,Unknown,3314281.0,38750.0
3854,Shopian,Female,Unknown,Unknown,Msme Sunrise Sector,Healthcare,JKBK097594,11.0,39.0,15.0,73.0,15.0,164.0,23863.0,35.12,7.95,17897.0,0.3,25.0,0.66,Late,481000.0,2301000.0
3855,Bandipora,Male,Unknown,Visual,Nano Entrepreneur,Tourism,JKBK044255,17.0,10.0,55.0,28.0,44.0,164.0,11570.0,35.12,6.81,17897.0,0.3,32.0,0.38,Unknown,2691859.0,22194.0
3856,Kulgam,Male,Rural,Hearing,Existing Enterprise,Retail,JKBK054442,16.0,19.0,43.0,53.0,38.0,169.0,34300.0,35.12,11.3,17897.0,0.3,19.0,0.47,Late,1830212.5,35431.0
3857,Shopian,Male,Rural,Hearing,Nano Entrepreneur,It,JKBK027223,40.0,47.0,56.0,7.0,9.0,164.0,62314.0,36.0,9.83,17897.0,0.3,63.0,0.65,Late,3755557.0,1412000.0
3858,Poonch,Male,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK076492,31.0,58.0,11.0,46.0,6.0,164.0,103592.0,12.0,8.45,17897.0,0.3,69.0,0.51,On-Time,24789.0,6313260.0
3859,Bandipora,Male,Urban,Multiple,Existing Enterprise,Agri,JKBK025888,16.0,71.0,47.0,65.0,8.0,188.0,30864.0,35.12,6.89,17897.0,0.3,82.0,0.2,Unknown,18754.0,10502.0
3860,Srinagar,Other,Urban,Hearing,Existing Enterprise,Agri,JKBK016473,8.0,8.0,19.0,117.0,29.0,181.0,31582.0,12.0,6.64,17897.0,0.3,45.0,0.51,Late,4656544.0,2301000.0
3861,Ramban,Female,Urban,Unknown,Nano Entrepreneur,Agri,JKBK063696,1.0,7.0,5.0,52.0,15.0,164.0,113070.0,18.0,8.61,17897.0,0.3,18.0,0.45,Unknown,4934700.0,2355267.0
3862,Bandipora,Unknown,Rural,Unknown,Nano Entrepreneur,It,JKBK086267,5.0,34.0,35.0,103.0,33.0,210.0,104141.0,35.12,14.46,17897.0,0.3,10.0,0.97,Late,44541.0,4859000.0
3863,Kishtwar,Female,Rural,Multiple,Existing Enterprise,It,JKBK090689,3.0,53.0,28.0,102.0,8.0,194.0,64372.0,12.0,9.68,17897.0,0.3,15.0,0.12,On-Time,2126000.0,1522381.0
3864,Ganderbal,Male,Rural,Unknown,Nano Entrepreneur,It,JKBK033574,33.0,82.0,31.0,67.0,28.0,212.0,15735.0,18.0,8.31,17897.0,0.3,31.0,0.04,On-Time,32689.0,5472000.0
3865,Anantnag,Unknown,Rural,Unknown,Existing Enterprise,Retail,JKBK066668,15.0,7.0,28.0,12.0,34.0,164.0,34791.0,48.0,8.92,17897.0,0.3,63.0,0.59,Default,16901.0,5863319.0
3866,Kathua,Unknown,Urban,Unknown,Unknown,Services,JKBK029949,20.0,68.0,60.0,33.0,44.0,188.0,55058.0,36.0,9.1,17897.0,0.3,79.0,0.68,Default,1830212.5,2301000.0
3867,Anantnag,Other,Urban,Visual,Existing Enterprise,Unknown,JKBK030952,38.0,8.0,40.0,53.0,24.0,188.0,109992.0,48.0,8.03,17897.0,0.3,74.0,0.93,Default,1245000.0,2172000.0
3868,Ramban,Male,Urban,Hearing,Existing Enterprise,Tourism,JKBK086898,32.0,88.0,17.0,120.0,24.0,212.0,96342.0,12.0,13.85,17897.0,0.3,25.0,0.23,Late,1830212.5,2301000.0
3869,Kishtwar,Unknown,Urban,Locomotor,Unknown,Retail,JKBK074274,27.0,15.0,32.0,98.0,23.0,188.0,109783.0,18.0,10.56,17897.0,0.3,89.0,0.82,On-Time,1830212.5,3011864.0
3870,Kupwara,Unknown,Rural,Unknown,Unknown,Healthcare,JKBK054076,20.0,70.0,60.0,98.0,45.0,188.0,56478.0,12.0,13.33,17897.0,0.3,83.0,0.71,Default,1967.0,2301000.0
3871,Doda,Female,Rural,Visual,Nano Entrepreneur,It,JKBK058595,31.0,55.0,59.0,38.0,24.0,188.0,34354.0,36.0,8.69,17897.0,0.3,54.0,0.24,Late,45863.0,602000.0
3872,Pulwama,Male,Unknown,Unknown,Existing Enterprise,Tourism,JKBK054644,33.0,5.0,50.0,32.0,10.0,164.0,14164.0,18.0,12.78,17897.0,0.3,97.0,0.29,On-Time,1471711.0,22849.0
3873,Jammu,Male,Unknown,Unknown,Nano Entrepreneur,Tourism,JKBK021016,5.0,83.0,55.0,11.0,16.0,170.0,42744.0,18.0,7.24,17897.0,0.3,5.0,0.58,Late,1830212.5,485000.0
3874,Reasi,Unknown,Rural,Locomotor,Nano Entrepreneur,Services,JKBK031173,40.0,48.0,52.0,72.0,31.0,212.0,63597.0,48.0,10.23,17897.0,0.3,20.0,0.46,Late,2746119.0,550000.0
3875,Anantnag,Female,Rural,Locomotor,Existing Enterprise,Healthcare,JKBK022737,20.0,6.0,39.0,31.0,25.0,164.0,100568.0,12.0,10.45,17897.0,0.3,51.0,0.85,On-Time,1830212.5,3927000.0
3876,Pulwama,Unknown,Rural,Multiple,Nano Entrepreneur,Agri,JKBK042557,6.0,7.0,60.0,17.0,33.0,164.0,41974.0,24.0,11.23,17897.0,0.3,94.0,1.0,On-Time,1079759.0,6664234.0
3877,Udhampur,Female,Rural,Unknown,Existing Enterprise,Unknown,JKBK017267,39.0,56.0,4.0,32.0,21.0,164.0,70481.0,60.0,12.22,17897.0,0.3,22.0,0.14,Default,2097532.0,5669932.0
3878,Doda,Other,Rural,Locomotor,Existing Enterprise,Manufacturing,JKBK041552,24.0,73.0,60.0,90.0,39.0,212.0,27915.0,18.0,10.72,17897.0,0.3,89.0,0.66,On-Time,1607000.0,25206.0
3879,Anantnag,Male,Urban,Unknown,Existing Enterprise,Tourism,JKBK083714,2.0,23.0,39.0,32.0,3.0,164.0,106118.0,48.0,10.56,17897.0,0.3,29.0,0.3,Late,496000.0,28179.0
3880,Budgam,Male,Urban,Unknown,Nano Entrepreneur,Unknown,JKBK023744,22.0,72.0,28.0,100.0,24.0,188.0,31889.0,24.0,10.92,17897.0,0.3,92.0,0.79,On-Time,9143.0,2301000.0
3881,Kupwara,Unknown,Unknown,Unknown,Existing Enterprise,It,JKBK080724,0.0,15.0,21.0,109.0,38.0,183.0,15155.0,12.0,7.26,17897.0,0.3,91.0,0.87,Late,131346.0,2301000.0
3882,Ganderbal,Other,Urban,Multiple,Nano Entrepreneur,Retail,JKBK051895,8.0,37.0,39.0,55.0,37.0,176.0,45939.0,12.0,11.93,17897.0,0.3,48.0,0.56,Default,15768.0,476732.0
3883,Kupwara,Unknown,Urban,Unknown,Existing Enterprise,Manufacturing,JKBK057528,37.0,65.0,28.0,36.0,10.0,176.0,95629.0,12.0,8.11,17897.0,0.3,43.0,0.5,Default,3681000.0,5567511.0
3884,Budgam,Male,Unknown,Locomotor,Nano Entrepreneur,Unknown,JKBK063952,1.0,8.0,60.0,61.0,34.0,164.0,101713.0,24.0,7.69,17897.0,0.3,92.0,0.44,Unknown,32570.0,9009.0
3885,Srinagar,Female,Unknown,Multiple,Unknown,Tourism,JKBK043800,20.0,43.0,30.0,106.0,45.0,188.0,91576.0,36.0,7.09,17897.0,0.3,66.0,0.58,On-Time,21346.0,5709552.0
3886,Bandipora,Male,Urban,Unknown,Nano Entrepreneur,Services,JKBK079688,20.0,8.0,43.0,104.0,23.0,188.0,80765.0,12.0,12.56,17897.0,0.3,48.0,0.63,Late,1468516.0,5779000.0
3887,Samba,Male,Unknown,Unknown,Unknown,Tourism,JKBK047358,20.0,41.0,19.0,103.0,24.0,188.0,45256.0,35.12,10.68,17897.0,0.3,84.0,0.47,Unknown,2129000.0,6515724.0
3888,Baramulla,Other,Rural,Locomotor,Existing Enterprise,Agri,JKBK027962,13.0,17.0,18.0,70.0,41.0,164.0,10851.0,36.0,10.92,17897.0,0.3,72.0,0.85,Late,4139279.0,2301000.0
3889,Budgam,Female,Unknown,Unknown,Existing Enterprise,Services,JKBK041399,14.0,20.0,18.0,115.0,16.0,183.0,25619.0,12.0,8.5,17897.0,0.3,52.0,0.08,Unknown,44420.0,5964935.0
3890,Kishtwar,Male,Rural,Multiple,Nano Entrepreneur,Services,JKBK041399,33.0,28.0,33.0,50.0,41.0,185.0,99843.0,36.0,12.77,17897.0,0.3,57.0,0.92,Unknown,1947573.0,2870159.0
3891,Doda,Female,Rural,Unknown,Existing Enterprise,Services,JKBK066766,19.0,21.0,53.0,68.0,2.0,164.0,115485.0,60.0,8.8,17897.0,0.3,9.0,0.92,Unknown,6399.0,11313.0
3892,Ramban,Unknown,Rural,Locomotor,Unknown,Healthcare,JKBK017267,1.0,48.0,56.0,108.0,38.0,188.0,45090.0,18.0,12.19,17897.0,0.3,61.0,0.11,On-Time,1093540.0,5877185.0
3893,Poonch,Unknown,Urban,Hearing,Msme Sunrise Sector,Manufacturing,JKBK042887,35.0,33.0,35.0,42.0,16.0,164.0,40133.0,60.0,10.64,17897.0,0.3,69.0,0.23,Late,479000.0,993000.0
3894,Shopian,Female,Urban,Visual,Existing Enterprise,Unknown,JKBK012710,20.0,46.0,16.0,65.0,24.0,188.0,14958.0,36.0,7.53,17897.0,0.3,93.0,0.96,On-Time,1830212.5,30636.0
3895,Srinagar,Male,Urban,Unknown,Existing Enterprise,Tourism,JKBK086967,28.0,86.0,7.0,47.0,27.0,195.0,57865.0,36.0,13.0,17897.0,0.3,98.0,0.6,Late,20190.0,6311471.0
3896,Ganderbal,Other,Urban,Visual,Msme Sunrise Sector,Healthcare,JKBK013468,18.0,63.0,38.0,34.0,15.0,168.0,23810.0,48.0,13.26,17897.0,0.3,79.0,0.53,Unknown,3936000.0,2031000.0
3897,Samba,Unknown,Urban,Unknown,Unknown,Tourism,JKBK030952,35.0,68.0,5.0,65.0,32.0,188.0,59733.0,48.0,9.52,17897.0,0.3,65.0,0.45,Late,4285352.0,5329048.0
3898,Jammu,Female,Rural,Locomotor,Nano Entrepreneur,Retail,JKBK061541,4.0,54.0,14.0,55.0,44.0,171.0,99367.0,36.0,8.75,17897.0,0.3,64.0,0.35,On-Time,979791.0,2301000.0
3899,Kathua,Unknown,Rural,Visual,Msme Sunrise Sector,Retail,JKBK050046,26.0,32.0,32.0,61.0,26.0,188.0,108703.0,18.0,12.16,17897.0,0.3,66.0,0.41,Default,1830212.5,2301000.0
3900,Budgam,Other,Rural,Unknown,Unknown,Tourism,JKBK042887,4.0,34.0,57.0,110.0,27.0,212.0,20757.0,36.0,7.34,17897.0,0.3,61.0,0.7,Late,5534582.0,880595.0
3901,Jammu,Female,Rural,Multiple,Existing Enterprise,Services,JKBK075287,35.0,48.0,59.0,100.0,41.0,188.0,89840.0,60.0,11.69,17897.0,0.3,38.0,0.61,Default,1830212.5,2301000.0
3902,Reasi,Other,Rural,Visual,Existing Enterprise,It,JKBK025453,1.0,43.0,4.0,75.0,19.0,164.0,35107.0,36.0,10.25,17897.0,0.3,51.0,0.91,On-Time,5784397.0,2301000.0
3903,Budgam,Unknown,Urban,Hearing,Nano Entrepreneur,Services,JKBK065875,38.0,11.0,21.0,116.0,15.0,201.0,81491.0,36.0,9.01,17897.0,0.3,69.0,0.99,Late,4406000.0,2301000.0
3904,Kulgam,Female,Rural,Locomotor,Existing Enterprise,Unknown,JKBK017267,33.0,77.0,54.0,62.0,45.0,212.0,21143.0,60.0,11.18,17897.0,0.3,12.0,0.39,On-Time,960248.0,4459000.0
3905,Reasi,Male,Urban,Unknown,Existing Enterprise,Retail,JKBK020035,20.0,73.0,20.0,100.0,16.0,188.0,83783.0,36.0,11.1,17897.0,0.3,65.0,0.76,On-Time,4137334.0,5846516.0
3906,Shopian,Male,Urban,Hearing,Nano Entrepreneur,Unknown,JKBK032497,19.0,48.0,48.0,20.0,42.0,188.0,85144.0,35.12,12.77,17897.0,0.3,22.0,0.26,On-Time,1218000.0,4653000.0
3907,Doda,Female,Urban,Unknown,Nano Entrepreneur,It,JKBK073299,2.0,27.0,14.0,54.0,40.0,164.0,90442.0,12.0,10.88,17897.0,0.3,9.0,0.09,Default,1830212.5,3191457.0
3908,Ramban,Unknown,Rural,Unknown,Existing Enterprise,Healthcare,JKBK045023,25.0,35.0,8.0,56.0,45.0,169.0,64658.0,60.0,11.66,17897.0,0.3,2.0,0.26,On-Time,1830212.5,2421000.0
3909,Doda,Female,Urban,Locomotor,Existing Enterprise,Services,JKBK022460,16.0,18.0,52.0,64.0,45.0,195.0,23431.0,60.0,11.61,17897.0,0.3,61.0,0.49,Late,41708.0,4543909.0
3910,Budgam,Female,Urban,Visual,Existing Enterprise,Agri,JKBK033776,20.0,75.0,22.0,81.0,10.0,188.0,28376.0,12.0,12.4,17897.0,0.3,22.0,0.65,On-Time,1830212.5,1121506.0
3911,Poonch,Female,Rural,Unknown,Msme Sunrise Sector,Manufacturing,JKBK067956,6.0,54.0,49.0,55.0,24.0,188.0,108937.0,36.0,12.68,17897.0,0.3,51.0,0.49,On-Time,1830212.5,5897567.0
3912,Udhampur,Unknown,Rural,Hearing,Nano Entrepreneur,Unknown,JKBK067234,17.0,59.0,20.0,48.0,24.0,188.0,118144.0,18.0,7.09,17897.0,0.3,35.0,0.48,On-Time,2636881.0,5901380.0
3913,Doda,Other,Urban,Unknown,Nano Entrepreneur,Services,JKBK048520,1.0,48.0,24.0,9.0,45.0,188.0,18624.0,18.0,14.32,17897.0,0.3,20.0,0.14,Default,4315675.0,8976.0
3914,Kupwara,Female,Urban,Unknown,Nano Entrepreneur,Manufacturing,JKBK028987,3.0,81.0,30.0,32.0,15.0,164.0,118955.0,60.0,10.27,17897.0,0.3,73.0,0.97,On-Time,1830212.5,54993.0
3915,Samba,Female,Unknown,Unknown,Unknown,Services,JKBK069621,0.0,12.0,6.0,18.0,10.0,164.0,64658.0,48.0,14.14,17897.0,0.3,31.0,0.56,Unknown,22495.0,5134352.0
3916,Rajouri,Male,Rural,Locomotor,Nano Entrepreneur,Healthcare,JKBK054309,20.0,58.0,53.0,78.0,3.0,188.0,75097.0,36.0,10.53,17897.0,0.3,21.0,0.01,Late,20816.0,1372000.0
3917,Poonch,Male,Unknown,Unknown,Nano Entrepreneur,Healthcare,JKBK033759,38.0,49.0,32.0,72.0,41.0,188.0,28890.0,60.0,6.93,17897.0,0.3,76.0,0.77,Late,602000.0,4572000.0
3918,Kulgam,Male,Urban,Unknown,Existing Enterprise,Services,JKBK056686,5.0,43.0,37.0,94.0,43.0,212.0,59107.0,12.0,11.78,17897.0,0.3,6.0,0.56,Late,435179.0,2301000.0
3919,Rajouri,Other,Unknown,Visual,Nano Entrepreneur,Healthcare,JKBK094497,19.0,50.0,3.0,65.0,14.0,188.0,85481.0,24.0,13.21,17897.0,0.3,51.0,0.63,Default,13679.0,1766000.0
3920,Anantnag,Other,Rural,Visual,Nano Entrepreneur,Unknown,JKBK045023,19.0,40.0,32.0,65.0,7.0,188.0,60051.0,35.12,10.39,17897.0,0.3,51.0,0.4,On-Time,4769000.0,23246.0
3921,Ramban,Female,Rural,Unknown,Nano Entrepreneur,Agri,JKBK031300,13.0,64.0,55.0,92.0,11.0,212.0,53106.0,12.0,12.86,17897.0,0.3,23.0,0.27,On-Time,4761643.0,2301000.0
3922,Ramban,Unknown,Rural,Multiple,Nano Entrepreneur,Retail,JKBK039888,19.0,35.0,46.0,19.0,44.0,164.0,44098.0,18.0,8.68,17897.0,0.3,74.0,0.01,Late,3201000.0,1404646.0
3923,Bandipora,Male,Urban,Visual,Nano Entrepreneur,Services,JKBK054076,27.0,32.0,57.0,14.0,24.0,188.0,28791.0,24.0,7.7,17897.0,0.3,24.0,0.92,Unknown,2090000.0,31184.0
3924,Kishtwar,Unknown,Urban,Locomotor,Msme Sunrise Sector,Unknown,JKBK024294,2.0,64.0,46.0,67.0,25.0,204.0,85972.0,60.0,6.83,17897.0,0.3,56.0,0.46,Late,526000.0,2301000.0
3925,Jammu,Female,Rural,Unknown,Unknown,Services,JKBK041552,19.0,80.0,11.0,73.0,33.0,212.0,66832.0,60.0,10.7,17897.0,0.3,100.0,0.8,Unknown,1033000.0,7898.0
3926,Ganderbal,Other,Urban,Hearing,Nano Entrepreneur,It,JKBK021038,17.0,76.0,56.0,69.0,24.0,188.0,23216.0,60.0,12.96,17897.0,0.3,19.0,0.39,On-Time,17347.0,55049.0
3927,Poonch,Unknown,Urban,Unknown,Nano Entrepreneur,Agri,JKBK032570,11.0,48.0,19.0,65.0,24.0,188.0,95090.0,60.0,6.79,17897.0,0.3,7.0,0.82,Default,3658893.0,5032215.0
3928,Reasi,Female,Unknown,Visual,Unknown,Healthcare,JKBK026095,10.0,36.0,24.0,77.0,12.0,164.0,117092.0,48.0,10.56,17897.0,0.3,93.0,0.8,Default,9934.0,4301394.0
3929,Ramban,Other,Urban,Hearing,Existing Enterprise,Retail,JKBK071950,40.0,21.0,60.0,19.0,24.0,188.0,9715.0,35.12,8.92,17897.0,0.3,46.0,0.5,Unknown,2962920.0,2301000.0
3930,Shopian,Unknown,Urban,Locomotor,Nano Entrepreneur,Agri,JKBK075473,40.0,60.0,32.0,72.0,9.0,188.0,39027.0,35.12,9.11,17897.0,0.3,39.0,0.7,On-Time,2118.0,6121067.0
3931,Doda,Male,Rural,Unknown,Existing Enterprise,Unknown,JKBK092433,20.0,35.0,16.0,56.0,36.0,188.0,59454.0,48.0,10.84,17897.0,0.3,45.0,0.39,Late,45271.0,145233.0
3932,Kupwara,Female,Rural,Visual,Unknown,Unknown,JKBK054402,1.0,14.0,7.0,58.0,7.0,164.0,25597.0,60.0,10.54,17897.0,0.3,86.0,0.61,On-Time,664613.0,2301000.0
3933,Kathua,Male,Unknown,Locomotor,Msme Sunrise Sector,It,JKBK056907,11.0,85.0,4.0,22.0,28.0,164.0,96110.0,18.0,10.48,17897.0,0.3,84.0,0.21,Default,4347193.0,2301000.0
3934,Reasi,Female,Unknown,Hearing,Msme Sunrise Sector,It,JKBK062020,6.0,20.0,55.0,59.0,24.0,188.0,101833.0,48.0,12.94,17897.0,0.3,20.0,0.69,Unknown,4306827.0,5667000.0
3935,Budgam,Other,Unknown,Visual,Msme Sunrise Sector,Services,JKBK039878,28.0,48.0,15.0,53.0,11.0,188.0,20966.0,36.0,13.82,17897.0,0.3,27.0,0.2,On-Time,4870000.0,47773.0
3936,Udhampur,Female,Urban,Hearing,Existing Enterprise,Healthcare,JKBK055961,25.0,53.0,10.0,17.0,3.0,164.0,84726.0,48.0,9.0,17897.0,0.3,95.0,0.1,Late,1830212.5,2301000.0
3937,Doda,Female,Rural,Multiple,Existing Enterprise,Services,JKBK017173,20.0,72.0,32.0,30.0,22.0,176.0,32209.0,24.0,13.18,17897.0,0.3,28.0,0.18,On-Time,28951.0,576320.0
3938,Shopian,Male,Rural,Locomotor,Existing Enterprise,Unknown,JKBK096936,20.0,13.0,59.0,78.0,18.0,188.0,93594.0,60.0,9.61,17897.0,0.3,73.0,0.36,Late,1421000.0,3538817.0
3939,Ramban,Female,Urban,Unknown,Existing Enterprise,Manufacturing,JKBK033628,37.0,77.0,32.0,98.0,30.0,188.0,61311.0,35.12,9.11,17897.0,0.3,44.0,0.56,Late,1830212.5,5844010.0
3940,Ramban,Male,Unknown,Unknown,Existing Enterprise,Healthcare,JKBK080436,30.0,38.0,28.0,96.0,40.0,212.0,17130.0,60.0,13.62,17897.0,0.3,78.0,0.23,Late,4024000.0,2301000.0
