Application ID,District Name,Gender,Residential Type,Specially Abled Type,Enterprise Type,Sector,IFSC Code,Application Date,Initiated Flag,Submitted Flag,Verified by BHD Flag,Verified by SBDU Flag,Approved by DLIC Flag,Bank Sanctioned Flag,Bank Disbursed Flag,Days_to_BHD_Verification,Days_to_SBDU_Verification,Days_to_DLIC_Approval,Days_to_Bank_Sanction,Days_to_Disbursement,Total_TAT_Days,Loan Amount (Mixed Units),Project Cost (Mixed Units),Applicant_Monthly_Income,Loan_Tenure_Months,Interest_Rate_%,EMI_Amount,EMI_to_Income_Ratio,Risk_Score,Credit_Eligibility_Score,Repayment_Status,Days_Overdue
4247.0,Reasi,Female,Urban,,Existing Enterprise,Manufacturing,JKBK017820,As on Feb 2026,1.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,45.0,7.0,109.0,37.0,224.0,$30120,1683311,29687.0,48.0,11.78,,,73.0,0.68,late,0.0
4248.0,Kathua,male ,,,nano entrepreneur,Services,JKBK025091,As on Feb 2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,25.0,5.0,8.0,109.0,30.0,177.0,$10886,5406691,,48.0,11.49,,,7.0,0.79,ONTIME,0.0
4249.0,Kathua,Other,Rural,,MSME Sunrise Sector,Manufacturing,JKBK037524,11-1-2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,90.0,19.0,29.0,38.0,183.0,₹4461746,4676331,88058.0,60.0,12.84,,,35.0,0.33,Delayed,168.0
4250.0,Jammu,Other,,Hearing,Existing enterprise,Agri,JKBK017820,7-12-2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,34.0,17.0,15.0,91.0,40.0,197.0,,₹1578304,80474.0,24.0,9.98,,,7.0,0.86,ONTIME,0.0
4251.0,Reasi,FEMALE,urban ,Hearing,Existing Enterprise,Healthcare,JKBK079804,9-12-2021,1.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,84.0,13.0,79.0,,,,5390444,57285.0,48.0,8.17,,,89.0,0.55,On-time,0.0
4252.0,Pulwama,FEMALE,urban ,Hearing,Existing enterprise,IT,JKBK054843,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,64.0,11.0,114.0,17.0,215.0,₹1612465,,46295.0,12.0,13.35,8351.0,0.18,19.0,0.73,Delayed,0.0
4253.0,Reasi,Female,urban ,Locomotor,,Services,JKBK015811,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,34.0,64.0,42.0,48.0,25.0,213.0,$45960,$12267,99182.0,24.0,11.38,39912.0,0.402,16.0,0.31,,0.0
4254.0,Udhampur,,Rural,,Existing enterprise,Services,JKBK051264,8-22-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,31.0,62.0,20.0,35.0,3.0,151.0,2294k INR,2714k INR,23194.0,36.0,7.82,,,,,On-time,0.0
4255.0,Pulwama,Female,Urban,Locomotor,MSME Sunrise Sector,IT,JKBK017820,2025-08-24,1.0,0.0,1.0,1.0,1.0,0.0,0.0,10.0,18.0,,31.0,3.0,,₹3295336,,71051.0,,7.92,,,71.0,0.89,ONTIME,0.0
4256.0,Kishtwar,,urban ,Multiple,MSME Sunrise Sector,Services,JKBK024294,18/9/2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,36.0,23.0,51.0,92.0,44.0,246.0,₹450064,971898,61688.0,60.0,12.92,,,12.0,0.93,ONTIME,0.0
4257.0,Pulwama,Other,rural,,Nano Entrepreneur,,JKBK080949,25/9/2021,1.0,1.0,1.0,0.0,0.0,0.0,0.0,36.0,7.0,19.0,52.0,,,481k INR,₹5618237,46719.0,36.0,7.71,,,39.0,,Default,0.0
4258.0,Doda,male ,Urban,,Existing enterprise,,JKBK012532,8-27-2023,1.0,1.0,1.0,1.0,1.0,0.0,0.0,12.0,90.0,22.0,,22.0,,$37745,,114946.0,24.0,11.69,,,16.0,0.15,Default,0.0
4259.0,Kishtwar,FEMALE,Urban,Multiple,MSME Sunrise Sector,Services,JKBK076866,2025-04-13,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,29.0,50.0,62.0,,,,1613263,75663.0,,7.01,,,75.0,0.69,Delayed,0.0
4260.0,Shopian,FEMALE,rural,Visual,,IT,JKBK080724,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,33.0,80.0,13.0,96.0,35.0,257.0,3517711,₹1894153,102896.0,24.0,14.45,38620.0,0.375,60.0,0.55,late,0.0
4261.0,Udhampur,male ,,Locomotor,Existing Enterprise,Healthcare,JKBK025779,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,45.0,45.0,86.0,7.0,216.0,₹1708898,2675519,56988.0,18.0,9.29,,,29.0,0.15,Default,0.0
4261.0,Kishtwar,FEMALE,urban ,Multiple,MSME Sunrise Sector,Manufacturing,JKBK088041,9-10-2023,1.0,1.0,0.0,1.0,1.0,1.0,1.0,11.0,44.0,,59.0,32.0,,705921,3915614,93506.0,12.0,11.75,28503.0,0.305,59.0,0.33,,0.0
4263.0,Udhampur,Male,,Multiple,Existing Enterprise,,JKBK016355,6-27-2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,29.0,66.0,15.0,32.0,26.0,168.0,,,71976.0,,9.6,,,91.0,0.73,On-time,0.0
4264.0,Pulwama,Female,urban ,,Nano Entrepreneur,,JKBK074867,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,41.0,42.0,109.0,29.0,232.0,248k INR,,55325.0,36.0,6.79,,,74.0,0.12,ONTIME,0.0
4265.0,Anantnag,male ,rural,Hearing,MSME Sunrise Sector,Agri,JKBK089681,9-18-2022,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,72.0,29.0,109.0,45.0,255.0,₹1764964,$51987,84731.0,36.0,14.08,,,92.0,0.82,ONTIME,0.0
4266.0,Anantnag,Female,urban ,Multiple,MSME Sunrise Sector,IT,JKBK089681,10/2/2023,1.0,1.0,1.0,1.0,1.0,0.0,0.0,24.0,47.0,41.0,25.0,,,₹1715258,242341,52333.0,24.0,9.38,,,98.0,0.44,Default,84.0
4267.0,Baramulla,male ,Urban,,Nano Entrepreneur,Agri,JKBK032485,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,12.0,76.0,,16.0,31.0,,$42802,1889k INR,,36.0,,,,60.0,0.38,ONTIME,0.0
4268.0,Anantnag,Other,rural,Visual,Nano Entrepreneur,Retail,JKBK080279,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,,21.0,91.0,41.0,,1597k INR,3092795,34367.0,36.0,14.34,,,33.0,0.15,late,0.0
4269.0,Kupwara,Other,urban ,Visual,nano entrepreneur,Manufacturing,JKBK069143,5/3/2023,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,56.0,24.0,,41.0,,3421675,,110685.0,,13.58,,,16.0,0.02,On-time,0.0
4270.0,Kulgam,Female,Urban,Locomotor,MSME Sunrise Sector,IT,JKBK055961,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,8.0,22.0,54.0,67.0,,,3251k INR,819k INR,80654.0,12.0,6.79,,,10.0,0.82,Default,0.0
4271.0,Doda,Other,rural,Multiple,Existing Enterprise,,JKBK091592,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,15.0,32.0,41.0,96.0,$13354,6491281,,,8.11,,,96.0,0.74,Default,0.0
4272.0,Kupwara,male ,,,Existing Enterprise,IT,JKBK077603,9/12/2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,56.0,42.0,69.0,17.0,188.0,2407k INR,$11239,57208.0,12.0,13.3,,,70.0,0.82,Default,0.0
4273.0,Ramban,FEMALE,,Visual,Nano Entrepreneur,IT,JKBK099411,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.0,24.0,,71.0,,,3934453,,73200.0,24.0,12.42,,,69.0,0.89,On-time,0.0
4274.0,Bandipora,Male,urban ,Locomotor,Existing Enterprise,Manufacturing,JKBK086267,2026-10-25,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,84.0,48.0,61.0,18.0,213.0,1144k INR,₹3947112,36102.0,48.0,10.57,,,19.0,0.45,ONTIME,178.0
4275.0,Rajouri,Female,urban ,Visual,Existing enterprise,IT,JKBK082921,1-3-2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,69.0,16.0,25.0,16.0,127.0,$1548,$24470,75542.0,36.0,8.24,,,90.0,0.86,Default,0.0
4276.0,Anantnag,,urban ,Visual,Existing Enterprise,IT,JKBK088041,7-12-2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,14.0,11.0,106.0,15.0,176.0,₹187825,,,36.0,13.3,,,90.0,0.97,Delayed,177.0
4277.0,Kupwara,Other,Urban,Multiple,Nano Entrepreneur,Tourism,JKBK075287,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,12.0,14.0,31.0,,10.0,,3207k INR,₹2806938,113234.0,60.0,11.46,,,46.0,0.18,Default,0.0
4278.0,Rajouri,FEMALE,rural,Hearing,Existing Enterprise,IT,JKBK056686,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,76.0,41.0,112.0,24.0,264.0,1911145,4954k INR,22499.0,60.0,10.49,,,31.0,0.9,Default,57.0
4279.0,Bandipora,male ,rural,Multiple,,Tourism,JKBK033127,8/6/2025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,87.0,,99.0,33.0,,331k INR,,29878.0,48.0,10.08,,,87.0,0.2,Default,0.0
4280.0,Bandipora,Female,urban ,Locomotor,Existing enterprise,Services,JKBK045985,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,17.0,12.0,40.0,81.0,,,1834k INR,$54154,,,11.16,,,49.0,0.83,,13.0
4281.0,Anantnag,Other,Rural,Visual,Existing Enterprise,Manufacturing,JKBK054309,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,39.0,74.0,35.0,68.0,7.0,223.0,783k INR,$36454,112676.0,24.0,7.52,,,26.0,0.19,Default,0.0
4282.0,Doda,,urban ,Hearing,,,JKBK045985,2023-11-08,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,16.0,4.0,91.0,,,,$39334,119079.0,60.0,7.49,,,93.0,0.56,On-time,0.0
4283.0,Budgam,male ,Urban,,Existing enterprise,Healthcare,JKBK089681,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,12.0,43.0,81.0,27.0,186.0,$47655,,22964.0,18.0,11.72,9658.0,0.421,37.0,0.73,Delayed,168.0
4284.0,Poonch,,Urban,,,Healthcare,JKBK038797,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,84.0,11.0,77.0,20.0,192.0,2007k INR,₹2228433,47103.0,36.0,10.03,12978.0,0.276,26.0,0.89,late,0.0
4285.0,Kishtwar,Female,,Hearing,Existing enterprise,IT,JKBK040778,4-9-2026,1.0,1.0,1.0,1.0,1.0,1.0,0.0,29.0,49.0,14.0,,38.0,,4917640,,,18.0,9.92,,,27.0,0.71,ONTIME,0.0
4286.0,Ramban,Female,Urban,Visual,,Agri,JKBK056907,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,82.0,57.0,54.0,29.0,,1790k INR,$46568,20893.0,18.0,8.18,,,91.0,0.31,On-time,0.0
4287.0,Jammu,male ,Rural,,MSME Sunrise Sector,Healthcare,JKBK020035,2022-09-28,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,41.0,,99.0,28.0,,4383k INR,₹6084336,99313.0,18.0,10.22,,,27.0,0.14,Default,0.0
4288.0,Jammu,,Rural,Locomotor,Nano Entrepreneur,Tourism,JKBK077049,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,22.0,65.0,24.0,,15.0,,$15834,₹6394199,16786.0,,9.12,,,3.0,0.99,On-time,0.0
4289.0,Samba,FEMALE,rural,Hearing,MSME Sunrise Sector,,JKBK054843,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0,46.0,45.0,77.0,36.0,221.0,$21465,$59315,66092.0,12.0,9.32,,,60.0,0.26,late,0.0
4290.0,Baramulla,,Rural,Locomotor,,Agri,JKBK071053,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,27.0,21.0,44.0,76.0,30.0,198.0,2114k INR,₹260150,33003.0,60.0,11.99,,,32.0,0.09,late,0.0
4291.0,Ganderbal,Male,Rural,,Existing enterprise,Retail,JKBK041666,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,30.0,13.0,58.0,20.0,,,$40272,₹4585865,16464.0,48.0,,,,34.0,0.99,ONTIME,0.0
4292.0,Poonch,Female,urban ,,nano entrepreneur,IT,JKBK025779,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,27.0,13.0,28.0,86.0,,,4911223,2999k INR,70952.0,,8.01,,,78.0,0.45,Delayed,0.0
4293.0,Reasi,male ,rural,Visual,Existing enterprise,Healthcare,JKBK018488,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,55.0,,34.0,,883961,4096k INR,70518.0,24.0,8.9,,,55.0,0.48,Delayed,0.0
4294.0,Rajouri,male ,Rural,Visual,,IT,JKBK063007,13/1/2025,1.0,1.0,0.0,1.0,1.0,1.0,1.0,6.0,47.0,38.0,89.0,3.0,183.0,$47687,2796972,41592.0,18.0,7.94,12182.0,0.293,98.0,0.38,On-time,40.0
4295.0,Kishtwar,Female,,,nano entrepreneur,Healthcare,JKBK058342,2-19-2024,1.0,1.0,1.0,1.0,1.0,0.0,0.0,38.0,9.0,25.0,18.0,15.0,105.0,$47016,2368k INR,8691.0,24.0,12.02,,,81.0,0.07,Default,41.0
4296.0,Budgam,Other,Rural,Visual,nano entrepreneur,Healthcare,JKBK021968,2-18-2026,1.0,1.0,0.0,1.0,1.0,1.0,0.0,4.0,39.0,11.0,7.0,10.0,71.0,$27271,1244k INR,90955.0,60.0,7.25,28171.0,0.31,25.0,0.51,late,0.0
4297.0,Kulgam,Female,urban ,Hearing,Nano Entrepreneur,Retail,JKBK047140,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,31.0,78.0,60.0,7.0,39.0,215.0,4509831,,,18.0,10.96,,,87.0,0.91,ONTIME,135.0
4298.0,Bandipora,Other,urban ,Multiple,MSME Sunrise Sector,Retail,JKBK074773,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37.0,,34.0,7.0,33.0,,3429k INR,,94971.0,,6.99,,,97.0,0.14,ONTIME,0.0
4299.0,Bandipora,male ,Rural,Visual,nano entrepreneur,Services,JKBK088000,23/2/2023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,21.0,22.0,31.0,13.0,,,$11699,,63639.0,12.0,11.61,,,1.0,0.91,Delayed,0.0
4300.0,Kathua,male ,,,,Manufacturing,JKBK013840,As on Feb 2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,24.0,48.0,9.0,8.0,96.0,892979,3173k INR,,12.0,6.75,,,80.0,0.52,,0.0
4301.0,Budgam,Other,Rural,Locomotor,,Retail,JKBK062020,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,21.0,47.0,,30.0,,₹4411866,$16811,12756.0,24.0,9.28,5240.0,0.411,39.0,0.49,On-time,6.0
4302.0,Reasi,Female,Rural,Hearing,Nano Entrepreneur,Agri,JKBK036250,3/8/2021,1.0,1.0,0.0,1.0,1.0,0.0,0.0,30.0,19.0,13.0,80.0,21.0,163.0,$5584,409k INR,41711.0,48.0,7.85,,,12.0,0.38,,0.0
4303.0,Pulwama,Female,,,Existing enterprise,Tourism,JKBK033574,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,18.0,43.0,44.0,26.0,,,₹3928747,28805.0,12.0,7.26,,,76.0,0.22,Delayed,0.0
4304.0,Udhampur,Female,Urban,Locomotor,,Agri,JKBK053447,16/8/2025,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,,,48.0,23.0,,,6250490,17769.0,36.0,13.47,,,60.0,0.55,ONTIME,23.0
4305.0,Kulgam,Female,Rural,Visual,,Retail,JKBK080949,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,38.0,51.0,111.0,,,3319k INR,$57569,92283.0,,12.46,,,15.0,0.3,,0.0
4306.0,Srinagar,FEMALE,Urban,Visual,nano entrepreneur,Healthcare,JKBK051814,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,87.0,8.0,86.0,22.0,209.0,1820k INR,201k INR,8838.0,24.0,12.43,,,67.0,0.55,late,0.0
4307.0,Kishtwar,Male,Rural,,Nano Entrepreneur,,JKBK020870,As on Feb 2026,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,82.0,57.0,51.0,34.0,249.0,3136k INR,,74359.0,48.0,6.93,,,83.0,0.02,Default,0.0
4308.0,Kulgam,male ,Rural,Hearing,Nano Entrepreneur,Retail,JKBK082830,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,38.0,30.0,41.0,,37.0,,1821k INR,₹4541142,68203.0,18.0,12.25,,,28.0,0.07,Delayed,0.0
4309.0,Poonch,FEMALE,rural,Locomotor,MSME Sunrise Sector,Manufacturing,JKBK068857,As on Feb 2026,1.0,1.0,1.0,1.0,0.0,0.0,0.0,19.0,29.0,17.0,,5.0,,,5247k INR,,60.0,8.72,,,,0.64,late,0.0
4310.0,Kupwara,,Rural,,,Services,JKBK077111,19/8/2022,1.0,1.0,0.0,1.0,1.0,0.0,0.0,28.0,,30.0,107.0,6.0,,$11612,₹5262303,92881.0,36.0,,,,7.0,0.43,Default,0.0
4311.0,Kishtwar,FEMALE,rural,,nano entrepreneur,,JKBK066766,6-19-2022,1.0,1.0,0.0,0.0,0.0,0.0,0.0,38.0,19.0,39.0,106.0,14.0,216.0,₹4277952,₹1770420,118395.0,12.0,8.19,,,22.0,0.82,Delayed,0.0
4312.0,Poonch,Female,urban ,Hearing,nano entrepreneur,Manufacturing,JKBK063952,1/8/2024,1.0,1.0,0.0,1.0,1.0,0.0,0.0,21.0,34.0,56.0,91.0,44.0,246.0,,₹4308519,111042.0,12.0,12.0,,,79.0,0.37,late,0.0
4313.0,Kathua,FEMALE,Urban,,nano entrepreneur,Services,JKBK048329,2022-01-04,1.0,1.0,0.0,1.0,1.0,0.0,0.0,19.0,43.0,17.0,,36.0,,2484284,1529050,97676.0,36.0,11.39,,,46.0,0.75,late,0.0
4314.0,Samba,,,,Existing Enterprise,Tourism,JKBK074677,2/3/2026,1.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,,51.0,33.0,45.0,,,5126k INR,114327.0,36.0,9.25,,,85.0,0.44,late,35.0
4315.0,Srinagar,Female,urban ,Visual,Existing enterprise,Healthcare,JKBK079413,9-15-2024,1.0,1.0,0.0,1.0,1.0,1.0,1.0,27.0,70.0,,,28.0,,2563k INR,,46128.0,,9.37,,,73.0,0.35,On-time,0.0
4316.0,Bandipora,FEMALE,Urban,Visual,Existing enterprise,,JKBK069314,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,28.0,5.0,110.0,15.0,160.0,₹863691,2698514,44200.0,60.0,13.42,,,41.0,0.21,Default,64.0
4317.0,Ramban,FEMALE,Urban,,Existing Enterprise,Agri,JKBK021968,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,59.0,86.0,6.0,,4583900,5957k INR,9506.0,48.0,13.82,,,79.0,0.18,On-time,0.0
4318.0,Jammu,,,Multiple,Nano Entrepreneur,Agri,JKBK074395,4-25-2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,28.0,11.0,37.0,13.0,112.0,₹1694302,3773k INR,12699.0,36.0,7.65,,,76.0,0.62,Default,0.0
4319.0,Kishtwar,male ,Urban,Multiple,Existing Enterprise,IT,JKBK071310,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,64.0,51.0,51.0,40.0,208.0,2288k INR,4792978,69777.0,18.0,12.34,,,52.0,0.84,Default,0.0
4320.0,Jammu,,Urban,,,,JKBK026267,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.0,48.0,22.0,120.0,44.0,256.0,$40280,,41763.0,48.0,9.38,,,15.0,0.28,Delayed,0.0
4321.0,Reasi,,Rural,,nano entrepreneur,Tourism,JKBK075473,10-28-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,20.0,,54.0,,4.0,,,₹2352061,20204.0,18.0,11.63,,,45.0,0.99,ONTIME,0.0
4322.0,Kulgam,FEMALE,Urban,Visual,Existing Enterprise,Tourism,JKBK061718,23/5/2024,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,69.0,,113.0,8.0,,3788803,79k INR,115059.0,36.0,7.21,40859.0,0.355,41.0,0.34,Default,0.0
4323.0,Jammu,,Rural,,Existing enterprise,,JKBK062302,25/8/2024,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,13.0,107.0,7.0,137.0,₹1786511,,44259.0,48.0,10.95,,,56.0,0.8,Delayed,0.0
4324.0,Rajouri,Female,Urban,Locomotor,Nano Entrepreneur,Retail,JKBK050548,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11.0,,7.0,18.0,29.0,,$48454,4824446,20932.0,,13.93,,,,,late,0.0
4325.0,Pulwama,Male,Rural,,MSME Sunrise Sector,Agri,JKBK060718,As on Feb 2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,77.0,8.0,59.0,15.0,168.0,₹1242855,$38624,117933.0,48.0,11.57,,,35.0,0.15,Delayed,0.0
4326.0,Bandipora,,,Hearing,Existing Enterprise,Tourism,JKBK082933,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,0.0,6.0,54.0,49.0,20.0,,,1885151,538k INR,61757.0,12.0,7.21,20290.0,0.329,88.0,0.12,On-time,6.0
4327.0,Shopian,,rural,,,Healthcare,JKBK062215,12-13-2024,1.0,1.0,0.0,1.0,1.0,0.0,0.0,34.0,69.0,39.0,68.0,2.0,212.0,1097k INR,866k INR,31288.0,,6.51,,,9.0,0.17,Delayed,0.0
4328.0,Srinagar,Female,urban ,Hearing,Existing enterprise,Services,JKBK099411,2021-06-14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,,12.0,67.0,43.0,,3521k INR,₹2025027,82477.0,36.0,13.22,,,90.0,0.7,On-time,0.0
4329.0,Kishtwar,Female,rural,Locomotor,,IT,JKBK029049,As on Feb 2026,1.0,1.0,1.0,1.0,0.0,0.0,0.0,26.0,61.0,30.0,64.0,,,1060322,₹4827884,49191.0,24.0,9.64,,,46.0,0.56,On-time,0.0
4330.0,Doda,FEMALE,urban ,Locomotor,Existing Enterprise,,JKBK017267,As on Feb 2026,1.0,0.0,0.0,1.0,1.0,0.0,0.0,35.0,68.0,51.0,31.0,39.0,224.0,3569457,$52811,90916.0,18.0,11.15,,,87.0,0.8,Default,62.0
4331.0,Shopian,Other,Rural,Visual,,Manufacturing,JKBK056686,7-18-2025,1.0,1.0,1.0,1.0,1.0,0.0,0.0,26.0,66.0,26.0,90.0,12.0,220.0,,6430409,97580.0,48.0,8.5,,,11.0,0.53,,0.0
4332.0,Shopian,Other,,Locomotor,nano entrepreneur,Healthcare,JKBK023004,2021-10-26,1.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,80.0,14.0,53.0,43.0,220.0,₹699709,2662k INR,116859.0,24.0,12.47,,,37.0,0.53,ONTIME,0.0
4333.0,Samba,Other,Rural,,nano entrepreneur,Agri,JKBK065566,8-2-2026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,37.0,26.0,107.0,32.0,222.0,2938265,$1475,,12.0,8.28,,,79.0,0.43,ONTIME,0.0
4334.0,Samba,Female,urban ,Multiple,MSME Sunrise Sector,Tourism,JKBK019317,8-11-2023,1.0,1.0,1.0,1.0,0.0,0.0,0.0,,,31.0,51.0,6.0,,2173k INR,5892k INR,86187.0,36.0,7.3,,,81.0,,On-time,145.0
4335.0,Pulwama,,,Hearing,Existing enterprise,Services,JKBK069483,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,34.0,18.0,18.0,105.0,39.0,214.0,485k INR,6095946,66391.0,36.0,13.96,23012.0,0.347,10.0,0.52,Default,28.0
4336.0,Jammu,Female,,,MSME Sunrise Sector,Healthcare,JKBK049320,8/12/2024,1.0,1.0,0.0,1.0,1.0,1.0,0.0,28.0,66.0,6.0,21.0,39.0,160.0,4862k INR,1136332,103160.0,48.0,10.66,19811.0,0.192,79.0,0.22,,0.0
4337.0,Kishtwar,FEMALE,urban ,,Existing enterprise,Agri,JKBK029311,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,32.0,86.0,43.0,40.0,10.0,211.0,₹4320922,6044k INR,21844.0,,7.44,,,61.0,0.33,,0.0
4338.0,Rajouri,Male,Urban,,Existing enterprise,IT,JKBK089681,7-5-2023,1.0,1.0,0.0,1.0,1.0,0.0,0.0,14.0,54.0,22.0,,3.0,,$42979,5287537,37537.0,24.0,12.76,,,65.0,0.67,Default,0.0
4339.0,Jammu,FEMALE,,Locomotor,nano entrepreneur,Healthcare,JKBK025283,11-5-2025,1.0,1.0,0.0,1.0,1.0,0.0,0.0,,13.0,55.0,38.0,30.0,,$27299,4163k INR,98263.0,18.0,9.41,,,50.0,0.27,Default,0.0
4340.0,Srinagar,male ,,,Existing Enterprise,Services,JKBK033759,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,52.0,36.0,48.0,28.0,,3432k INR,6205657,34921.0,18.0,12.0,14415.0,0.413,31.0,0.4,Default,0.0
4341.0,Poonch,Male,Rural,,Existing enterprise,Healthcare,JKBK028441,2026-08-22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,77.0,28.0,84.0,26.0,221.0,$39643,,82955.0,18.0,12.36,15478.0,0.187,21.0,0.72,Delayed,0.0
4342.0,Ganderbal,male ,Rural,,MSME Sunrise Sector,Agri,JKBK039783,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,36.0,57.0,51.0,46.0,37.0,227.0,,,,18.0,11.77,,,3.0,0.94,Delayed,0.0
4343.0,Shopian,Male,rural,,MSME Sunrise Sector,Agri,JKBK086231,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,6.0,35.0,24.0,82.0,45.0,192.0,₹87397,,95936.0,,9.93,,,29.0,0.25,ONTIME,0.0
4344.0,Kulgam,Other,,Visual,Existing enterprise,Tourism,JKBK063696,2026-11-23,1.0,1.0,0.0,1.0,1.0,1.0,1.0,23.0,16.0,39.0,64.0,18.0,160.0,3183k INR,$32418,,48.0,9.94,,,4.0,0.39,Delayed,0.0
4345.0,Rajouri,FEMALE,Urban,Locomotor,Existing Enterprise,IT,JKBK038182,As on Feb 2026,1.0,1.0,0.0,1.0,1.0,0.0,0.0,23.0,,41.0,53.0,30.0,,115569,$38676,19988.0,60.0,9.59,,,39.0,0.86,On-time,0.0
4346.0,Kathua,FEMALE,rural,Hearing,MSME Sunrise Sector,Agri,JKBK014688,2022-08-11,1.0,1.0,0.0,1.0,1.0,0.0,0.0,31.0,79.0,41.0,84.0,35.0,270.0,₹1572329,₹109769,46504.0,,12.35,,,68.0,0.58,On-time,0.0
4347.0,Kulgam,FEMALE,Urban,Visual,Existing enterprise,Services,JKBK063007,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,15.0,,71.0,32.0,,,$11468,75249.0,18.0,14.41,,,37.0,0.41,Delayed,0.0
4348.0,Jammu,Female,Rural,,Existing Enterprise,Services,JKBK069314,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,21.0,46.0,17.0,42.0,2.0,128.0,,,88029.0,12.0,12.98,,,,0.69,,52.0
